60319,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,21,88,0,18,2,21,94,0,18,3,0,33,0,0,4,0,18,0,0,5,0,3,0,0,6,410.48,428.72,0,766.67,7,21158.63,10721.78,0,18563.4,8,0,0,0,2,9A,0,1.83,0,0,9B,0,2,0,0,9C,0,10,0,0,10A,219.99,20,0,119.99,10B,252.07,20,0,125.12,10C,264,20,0,133.2,10D,165.43,20.77,0,180,10E,38,128,0,18,10F,25,440,0,25,10G,5,38,0,6,10H,2280,14650,0,3500,10I,24,108,0,30,Preston Scott,"Vice President, Tax"
60321,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,31,81,13,0,2,31,108,13,0,3,4,32,6,0,4,4,16,5,0,5,0,3,1,0,6,794.84,436.57,916.92,0,7,21982.06,12355.39,143.38,0,8,0,0,0,0,9A,1,2,1.2,0,9B,1,1,1,0,9C,4,10,4,0,10A,60.4,20,17,0,10B,75.12,20,17,0,10C,90,20,17,0,10D,171.26,19.49,29.47,0,10E,52,118,26,0,10F,55,358,86,0,10G,9,52,5,0,10H,7570,23000,2410,0,10I,53,89,28,0,Preston Scott,"Vice President, Tax"
60324,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,16,117,6,0,2,16,141,6,0,3,0,41,6,0,4,0,19,4,0,5,0,4,2,0,6,980.63,568.79,1083.33,0,7,11597.29,21140.15,141.8,0,8,0,0,0,0,9A,0,2.16,1.5,0,9B,0,2,1.5,0,9C,0,8,2,0,10A,62.4,20,17,0,10B,70.11,20,17,0,10C,89,20,17,0,10D,170.88,14.88,29.83,0,10E,30,119,20,0,10F,20,492,65,0,10G,1,57,0,0,10H,2000,29750,0,0,10I,28,89,24,0,Preston Scott,"Vice President, Tax"
60325,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,6,55,9,0,2,6,64,9,0,3,0,16,11,0,4,0,7,6,0,5,0,3,4,0,6,810,574.22,2564.44,0,7,3632.46,9613.76,477.39,0,8,0,0,0,0,9A,0,2.29,1.83,0,9B,0,2,2,0,9C,0,4,3,0,10A,63.6,20,17,0,10B,70.18,20,17,0,10C,87.5,20,17,0,10D,172.5,16.21,29.7,0,10E,32,93,21,0,10F,23,341,71,0,10G,1,22,2,0,10H,500,11050,7400,0,10I,29,68,21,0,Preston Scott,"Vice President, Tax"
60326,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,47,86,0,8,2,47,93,0,8,3,0,76,0,0,4,0,45,0,0,5,0,3,0,0,6,427.02,471.51,0,895,7,51777.31,16676.9,0,9534.6,8,0,0,0,2,9A,0,1.69,0,0,9B,0,1,0,0,9C,0,26,0,0,10A,200,20,0,119.99,10B,254.5,20,0,124.51,10C,264,20,0,133.2,10D,165.47,15.15,0,180,10E,163,0,0,12,10F,57,171,0,13,10G,20,29,0,1,10H,8300,12150,0,1000,10I,61,68,0,24,Preston Scott,"Vice President, Tax"
60331,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,15,66,5,0,2,15,80,5,0,3,0,44,6,0,4,0,19,4,0,5,0,5,2,0,6,945.33,466.25,1810,0,7,10654.01,11918.94,152.21,0,8,0,0,0,0,9A,0,2.32,1.5,0,9B,0,2,1.5,0,9C,0,8,2,0,10A,60.4,20,17,0,10B,70,20,17,0,10C,90,20,17,0,10D,173.47,15.48,29.64,0,10E,43,81,14,0,10F,16,333,43,0,10G,1,25,1,0,10H,500,11700,1000,0,10I,32,64,15,0,Preston Scott,"Vice President, Tax"
60333,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,33,129,4,0,2,33,152,4,0,3,2,63,4,0,4,2,27,2,0,5,0,4,2,0,6,924.55,500.66,2180,0,7,23925.9,21137.24,124.74,0,8,0,0,0,0,9A,1,2.33,2,0,9B,1,2,2,0,9C,2,8,2,0,10A,60,20,17,0,10B,70.59,20,17,0,10C,89,20,17,0,10D,169.83,16.04,29.63,0,10E,38,145,18,0,10F,36,519,53,0,10G,9,67,1,0,10H,8910,27950,1200,0,10I,41,103,16,0,Preston Scott,"Vice President, Tax"
60334,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,35,71,3,0,2,39,97,3,0,3,0,27,2,0,4,0,13,2,0,5,0,4,0,0,6,899.49,459.28,1900,0,7,26089.81,12782.48,90.73,0,8,0,0,0,0,9A,0,2.08,1,0,9B,0,1,1,0,9C,0,8,2,0,10A,60.4,20,17,0,10B,70.71,20,17,0,10C,89.5,20,17,0,10D,172.1,13.78,30,0,10E,50,80,17,0,10F,53,300,43,0,10G,9,49,1,0,10H,6050,19600,2000,0,10I,58,57,15,0,Preston Scott,"Vice President, Tax"
60335,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,5,133,0,4,2,5,150,0,4,3,0,49,0,0,4,0,27,0,0,5,0,4,0,0,6,746,422.67,0,480,7,9364.02,16622.67,0,2693.4,8,0,0,0,0,9A,0,1.81,0,0,9B,0,1,0,0,9C,0,15,0,0,10A,219.95,20,0,119.99,10B,249.14,20,0,125.35,10C,264,20,0,133.2,10D,166,15.96,0,180,10E,13,162,0,9,10F,6,490,0,6,10G,3,48,0,2,10H,2240,20950,0,830,10I,8,133,0,8,Preston Scott,"Vice President, Tax"
60337,2019-03-31,Preston Scott,Tax Vice President,PO Box 3058,0,Spartanburg,Sc,29304,3058,8883164238,8643367334,0,1,3,78,0,3,2,3,103,0,3,3,0,32,0,0,4,0,14,0,0,5,0,4,0,0,6,510,411.17,0,813.33,7,4107.92,10758.22,0,3268.2,8,0,0,0,2,9A,0,2.29,0,0,9B,0,2,0,0,9C,0,6,0,0,10A,220,20,0,119.99,10B,260.6,20,0,122.79,10C,264,20,0,127.92,10D,169.67,16.53,0,180,10E,11,94,0,3,10F,3,339,0,4,10G,1,42,0,1,10H,950,17600,0,1000,10I,10,60,0,8,Preston Scott,"Vice President, Tax"
